Building,Building_Abbreviation,Room_Type,Gender,Available_Bed_Spaces,Last_Updated
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,30,2/20/2025 13:02
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,231,2/20/2025 13:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,124,2/20/2025 13:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2/20/2025 13:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,24,2/20/2025 13:02
Sproul Landing / Cove,SLC,Deluxe Triple,Female,252,2/20/2025 13:02
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,8,2/20/2025 13:02
Sproul Landing / Cove,SLC,Deluxe Triple,Male,118,2/20/2025 13:02
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,1,2/20/2025 13:02
Sproul Landing / Cove,SLC,Deluxe Triple,Other,2,2/20/2025 13:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,402,2/20/2025 13:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2/20/2025 13:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,250,2/20/2025 13:02
Sproul Hall,SPR,Classic Triple,Female,503,2/20/2025 13:02
Sproul Hall,SPR,Classic Triple,Gender Inclusive,37,2/20/2025 13:02
Sproul Hall,SPR,Classic Triple,Male,329,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Private Bath,Female,348,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,19,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Private Bath,Male,198,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,5,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Shared Bath,Female,377,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,12,2/20/2025 13:02
Sunset Village,SV,Plaza Triple/Shared Bath,Male,263,2/20/2025 13:02
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/20/2025 13:02
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2/20/2025 13:02
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2/20/2025 13:02
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/20/2025 13:02
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/6 Person,Female,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/6 Person,Male,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2/20/2025 13:02
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/20/2025 13:02
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/20/2025 13:02
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/20/2025 13:02
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2/20/2025 13:02
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/20/2025 13:02
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/20/2025 13:02
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2/20/2025 13:02
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2/20/2025 13:02
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/20/2025 13:02
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/20/2025 13:02
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2/20/2025 13:02
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2/20/2025 13:02
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/20/2025 13:02
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2/20/2025 13:02
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/20/2025 13:02
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/20/2025 13:02
Laurel,LA,2 Bd/4 Person,Female,0,2/20/2025 13:02
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Laurel,LA,2 Bd/4 Person,Male,0,2/20/2025 13:02
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Double,Female,0,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Double,Male,2,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Triple,Female,126,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Triple,Male,107,2/20/2025 13:02
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2/20/2025 13:02
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/20/2025 13:02
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2/20/2025 13:02
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2/20/2025 13:02
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,4,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/20/2025 13:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,12,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/20/2025 13:02
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/20/2025 13:02
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/20/2025 13:02
Palo Verde,PV,2 Bd/4 Person,Female,0,2/20/2025 13:02
Palo Verde,PV,2 Bd/4 Person,Male,0,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Double,Male,1,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Triple,Female,62,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Palo Verde,PV,4 Bd/10 Person-Triple,Male,58,2/20/2025 13:02
Tipuana,TN,2 Bd/4 Person,Female,0,2/20/2025 13:02
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Tipuana,TN,2 Bd/4 Person,Male,0,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Double,Male,13,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Triple,Female,106,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 13:02
Tipuana,TN,4 Bd/10 Person-Triple,Male,129,2/20/2025 13:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/20/2025 13:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2/20/2025 13:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/20/2025 13:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/20/2025 13:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/20/2025 13:02
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 13:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2/20/2025 13:02
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,714,2/18/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,30,2/18/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,436,2/18/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Female,257,2/18/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,27,2/18/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Male,126,2/18/2025 14:00
Dykstra Hall,DYK,Classic Triple,Female,461,2/18/2025 14:00
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,36,2/18/2025 14:00
Dykstra Hall,DYK,Classic Triple,Male,260,2/18/2025 14:00
Hedrick Hall,HED,Classic Triple,Female,580,2/18/2025 14:00
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2/18/2025 14:00
Hedrick Hall,HED,Classic Triple,Male,366,2/18/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,261,2/18/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,18,2/18/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,168,2/18/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Female,942,2/18/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,66,2/18/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Male,538,2/18/2025 14:00
Rieber Hall,RIE,Classic Triple,Female,556,2/18/2025 14:00
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2/18/2025 14:00
Rieber Hall,RIE,Classic Triple,Male,380,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,12,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,7,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,1,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,420,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,36,2/18/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,262,2/18/2025 14:00
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2/18/2025 14:00
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2/18/2025 14:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,384,2/18/2025 14:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,30,2/18/2025 14:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,250,2/18/2025 14:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,231,2/18/2025 14:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,14,2/18/2025 14:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,107,2/18/2025 14:00
Sproul Landing / Cove,SLC,Deluxe Triple,Female,485,2/18/2025 14:00
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,28,2/18/2025 14:00
Sproul Landing / Cove,SLC,Deluxe Triple,Male,277,2/18/2025 14:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,410,2/18/2025 14:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2/18/2025 14:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,251,2/18/2025 14:00
Sproul Hall,SPR,Classic Triple,Female,540,2/18/2025 14:00
Sproul Hall,SPR,Classic Triple,Gender Inclusive,41,2/18/2025 14:00
Sproul Hall,SPR,Classic Triple,Male,353,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Private Bath,Female,476,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,39,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Private Bath,Male,285,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Shared Bath,Female,442,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,36,2/18/2025 14:00
Sunset Village,SV,Plaza Triple/Shared Bath,Male,279,2/18/2025 14:00
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/18/2025 14:00
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Gayley Court Apartments,GC,2 Bd/4 Person,Male,28,2/18/2025 14:00
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,3,2/18/2025 14:00
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/18/2025 14:00
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,1,2/18/2025 14:00
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/18/2025 14:00
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/18/2025 14:00
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/18/2025 14:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,1,2/18/2025 14:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,1,2/18/2025 14:00
Gayley Heights,GH,2 Bd/6 Person,Female,47,2/18/2025 14:00
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,1,2/18/2025 14:00
Gayley Heights,GH,2 Bd/6 Person,Male,96,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,40,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,28,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,28,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/18/2025 14:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,21,2/18/2025 14:00
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/18/2025 14:00
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/18/2025 14:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/18/2025 14:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,6,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Double,Female,50,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Double,Male,38,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,102,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/18/2025 14:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,60,2/18/2025 14:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/18/2025 14:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/18/2025 14:00
Glenrock Apartments,GR,2 Bd/4 Person,Female,1,2/18/2025 14:00
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Glenrock Apartments,GR,2 Bd/4 Person,Male,5,2/18/2025 14:00
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/18/2025 14:00
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/18/2025 14:00
Glenrock West Apartments,GW,1 Bd/3 Person,Male,3,2/18/2025 14:00
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,0,2/18/2025 14:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/18/2025 14:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,1,2/18/2025 14:00
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/18/2025 14:00
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/18/2025 14:00
Laurel,LA,2 Bd/4 Person,Female,1,2/18/2025 14:00
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Laurel,LA,2 Bd/4 Person,Male,2,2/18/2025 14:00
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Double,Female,166,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Double,Male,98,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Triple,Female,258,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/18/2025 14:00
Laurel,LA,4 Bd/10 Person-Triple,Male,150,2/18/2025 14:00
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/18/2025 14:00
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Landfair Apartments,LF,2 Bd/4 Person,Male,5,2/18/2025 14:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,1,2/18/2025 14:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,20,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,12,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,15,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,9,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,120,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/18/2025 14:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,64,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,1,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/18/2025 14:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/18/2025 14:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/18/2025 14:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/18/2025 14:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/18/2025 14:00
Palo Verde,PV,2 Bd/4 Person,Female,1,2/18/2025 14:00
Palo Verde,PV,2 Bd/4 Person,Male,0,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Double,Female,96,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Double,Male,56,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Triple,Female,144,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,1,2/18/2025 14:00
Palo Verde,PV,4 Bd/10 Person-Triple,Male,84,2/18/2025 14:00
Tipuana,TN,2 Bd/4 Person,Female,1,2/18/2025 14:00
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Tipuana,TN,2 Bd/4 Person,Male,3,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Double,Female,186,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Double,Male,120,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Triple,Female,294,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,2,2/18/2025 14:00
Tipuana,TN,4 Bd/10 Person-Triple,Male,180,2/18/2025 14:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/18/2025 14:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,3,2/18/2025 14:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,3,2/18/2025 14:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/18/2025 14:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,1,2/18/2025 14:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,18,2/18/2025 14:00
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,11,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 14:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,3,2/18/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,248,2/24/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,6,2/24/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,47,2/24/2025 14:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,1,2/24/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Female,19,2/24/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,3,2/24/2025 14:00
De Neve Residence Hall,DN,Deluxe Triple,Male,12,2/24/2025 14:00
Dykstra Hall,DYK,Classic Triple,Female,340,2/24/2025 14:00
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,26,2/24/2025 14:00
Dykstra Hall,DYK,Classic Triple,Male,198,2/24/2025 14:00
Hedrick Hall,HED,Classic Triple,Female,542,2/24/2025 14:00
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2/24/2025 14:00
Hedrick Hall,HED,Classic Triple,Male,361,2/24/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,119,2/24/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,1,2/24/2025 14:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,1,2/24/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Female,42,2/24/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,12,2/24/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Male,1,2/24/2025 14:00
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,2/24/2025 14:00
Rieber Hall,RIE,Classic Triple,Female,485,2/24/2025 14:00
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2/24/2025 14:00
Rieber Hall,RIE,Classic Triple,Male,345,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,83,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,25,2/24/2025 14:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,45,2/24/2025 14:00
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2/24/2025 14:00
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2/24/2025 14:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,155,2/24/2025 14:00
